Name;Date;Fraktion;Policy_area_1;Policy_area_2;Policy_area_3;Policy_area_4;Policy_area_5;Policy_area_6;Policy_area_7;Yes_party;No_party;Abstain_party;Absent_party;Yes_share;Party_yes;Opposition;Gov_votes;Gov_Yes;Date_new;Week;Month;Quarter;Year;Corona;Corona_dur
Erhöhung der Luftverkehrssteuer;15. November 2019;FDP;Energie; Öffentliche Finanzen; Steuern und Abgaben; Naturschutz; Verkehr;NA;NA;  0; 68;  0;11;0,00000000; 0;TRUE;2;1;2019-11-15;46;11;4;2019;0;-107
Erhöhung der Luftverkehrssteuer;15. November 2019;CDU/CSU;Energie; Öffentliche Finanzen; Steuern und Abgaben; Naturschutz; Verkehr;NA;NA;221;  4;  0;21;0,98222222; 1;FALSE;2;1;2019-11-15;46;11;4;2019;0;-107
Erhöhung des BAföGs;16. Mai 2019;CDU/CSU;Bildung und Erziehung;NA;NA;NA;NA;NA;NA;217;  1;  0;28;0,99541284; 1;FALSE;2;1;2019-05-16;20; 5;2;2019;0;-290
Erhöhung des BAföGs;16. Mai 2019;DIE GRÜNEN;Bildung und Erziehung;NA;NA;NA;NA;NA;NA;  0;  0; 57; 7;NA;NA;TRUE;2;1;2019-05-16;20; 5;2;2019;0;-290
Erhöhung des BAföGs;16. Mai 2019;DIE LINKE;Bildung und Erziehung;NA;NA;NA;NA;NA;NA;  0;  0; 60; 8;NA;NA;TRUE;2;1;2019-05-16;20; 5;2;2019;0;-290
Erhöhung des BAföGs;16. Mai 2019;FDP;Bildung und Erziehung;NA;NA;NA;NA;NA;NA;  0;  0; 59;18;NA;NA;TRUE;2;1;2019-05-16;20; 5;2;2019;0;-290
Erhöhung des BAföGs;16. Mai 2019;fraktionslos;Bildung und Erziehung;NA;NA;NA;NA;NA;NA;  1;  0;  2; 1;1,00000000; 1;TRUE;2;1;2019-05-16;20; 5;2;2019;0;-290
Erhöhung des BAföGs;16. Mai 2019;SPD;Bildung und Erziehung;NA;NA;NA;NA;NA;NA;139;  0;  0;13;1,00000000; 1;FALSE;2;1;2019-05-16;20; 5;2;2019;0;-290
Fahrverbote für Dieselfahrzeuge einschränken;14. März 2019;AfD;Innere Angelegenheiten; Umwelt; Verkehr;NA;NA;NA;NA; 86;  0;  0; 5;1,00000000; 1;TRUE;2;1;2019-03-14;11; 3;1;2019;0;-353
Fahrverbote für Dieselfahrzeuge einschränken;14. März 2019;SPD;Innere Angelegenheiten; Umwelt; Verkehr;NA;NA;NA;NA;139;  0;  0;13;1,00000000; 1;FALSE;2;1;2019-03-14;11; 3;1;2019;0;-353
Fahrverbote für Dieselfahrzeuge einschränken;14. März 2019;CDU/CSU;Innere Angelegenheiten; Umwelt; Verkehr;NA;NA;NA;NA;232;  0;  0;14;1,00000000; 1;FALSE;2;1;2019-03-14;11; 3;1;2019;0;-353
Fahrverbote für Dieselfahrzeuge einschränken;14. März 2019;DIE GRÜNEN;Innere Angelegenheiten; Umwelt; Verkehr;NA;NA;NA;NA;  0; 60;  0; 7;0,00000000; 0;TRUE;2;1;2019-03-14;11; 3;1;2019;0;-353
Fahrverbote für Dieselfahrzeuge einschränken;14. März 2019;DIE LINKE;Innere Angelegenheiten; Umwelt; Verkehr;NA;NA;NA;NA;  0; 57;  0;12;0,00000000; 0;TRUE;2;1;2019-03-14;11; 3;1;2019;0;-353
Fahrverbote für Dieselfahrzeuge einschränken;14. März 2019;FDP;Innere Angelegenheiten; Umwelt; Verkehr;NA;NA;NA;NA;  0;  0; 63;10;NA;NA;TRUE;2;1;2019-03-14;11; 3;1;2019;0;-353
"Forsetzung des Bundeswehreinsatzes im Rahmen der NATO-Operation ""SEA GUARDIAN"" im Mittelmeer";13. März 2020;AfD;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 66;  0;23;0,00000000; 0;TRUE;2;1;2020-03-13;11; 3;1;2020;1;12
"Forsetzung des Bundeswehreinsatzes im Rahmen der NATO-Operation ""SEA GUARDIAN"" im Mittelmeer";13. März 2020;CDU/CSU;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;200;  0;  0;46;1,00000000; 1;FALSE;2;1;2020-03-13;11; 3;1;2020;1;12
"Forsetzung des Bundeswehreinsatzes im Rahmen der NATO-Operation ""SEA GUARDIAN"" im Mittelmeer";13. März 2020;SPD;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;112;  1;  0;37;0,99115044; 1;FALSE;2;1;2020-03-13;11; 3;1;2020;1;12
"Forsetzung des Bundeswehreinsatzes im Rahmen der NATO-Operation ""SEA GUARDIAN"" im Mittelmeer";13. März 2020;fraktionslos;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0;  2;  0; 4;0,00000000; 0;TRUE;2;1;2020-03-13;11; 3;1;2020;1;12
"Forsetzung des Bundeswehreinsatzes im Rahmen der NATO-Operation ""SEA GUARDIAN"" im Mittelmeer";13. März 2020;DIE GRÜNEN;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 57;  0;10;0,00000000; 0;TRUE;2;1;2020-03-13;11; 3;1;2020;1;12
"Forsetzung des Bundeswehreinsatzes im Rahmen der NATO-Operation ""SEA GUARDIAN"" im Mittelmeer";13. März 2020;DIE LINKE;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 42;  0;23;0,00000000; 0;TRUE;2;1;2020-03-13;11; 3;1;2020;1;12
"Forsetzung des Bundeswehreinsatzes im Rahmen der NATO-Operation ""SEA GUARDIAN"" im Mittelmeer";13. März 2020;FDP;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 46;  0;  0;33;1,00000000; 1;TRUE;2;1;2020-03-13;11; 3;1;2020;1;12
Fortsetzung des Bundeswehreinsatzes in Afghanistan;13. März 2020;AfD;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;  0; 67;  0;22;0,00000000; 0;TRUE;2;1;2020-03-13;11; 3;1;2020;1;12
Fortsetzung des Bundeswehreinsatzes in Afghanistan;13. März 2020;CDU/CSU;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;200;  0;  0;46;1,00000000; 1;FALSE;2;1;2020-03-13;11; 3;1;2020;1;12
Fortsetzung des Bundeswehreinsatzes in Afghanistan;13. März 2020;DIE LINKE;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;  0; 46;  0;23;0,00000000; 0;TRUE;2;1;2020-03-13;11; 3;1;2020;1;12
Fortsetzung des Bundeswehreinsatzes in Afghanistan;13. März 2020;fraktionslos;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;  0;  2;  0; 4;0,00000000; 0;TRUE;2;1;2020-03-13;11; 3;1;2020;1;12
Fortsetzung des Bundeswehreinsatzes in Afghanistan;13. März 2020;SPD;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;108;  6;  2;36;0,94736842; 1;FALSE;2;1;2020-03-13;11; 3;1;2020;1;12
Fortsetzung des Bundeswehreinsatzes in Darfur;21. März 2019;AfD;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 73; 12;  0; 5;0,85882353; 1;TRUE;2;1;2019-03-21;12; 3;1;2019;0;-346
Fortsetzung des Bundeswehreinsatzes in Darfur;21. März 2019;CDU/CSU;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;231;  0;  0;15;1,00000000; 1;FALSE;2;1;2019-03-21;12; 3;1;2019;0;-346
Fortsetzung des Bundeswehreinsatzes in Darfur;21. März 2019;DIE GRÜNEN;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 60;  1;  0; 6;0,98360656; 1;TRUE;2;1;2019-03-21;12; 3;1;2019;0;-346
Fortsetzung des Bundeswehreinsatzes in Darfur;21. März 2019;DIE LINKE;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 61;  0; 2;0,00000000; 0;TRUE;2;1;2019-03-21;12; 3;1;2019;0;-346
Fortsetzung des Bundeswehreinsatzes in Darfur;21. März 2019;FDP;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 73;  0;  0; 7;1,00000000; 1;TRUE;2;1;2019-03-21;12; 3;1;2019;0;-346
Fortsetzung des Bundeswehreinsatzes in Darfur;21. März 2019;SPD;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;144;  0;  0; 8;1,00000000; 1;FALSE;2;1;2019-03-21;12; 3;1;2019;0;-346
Gesetzesentwurf der Union zum Familiennachzug;01. Februar 2018;AfD;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung;NA;NA;NA;NA;  1; 84;  0; 7;0,01176471; 0;TRUE;2;1;2018-02-01; 5; 2;1;2018;0;-759
Gesetzesentwurf der Union zum Familiennachzug;01. Februar 2018;CDU/CSU;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung;NA;NA;NA;NA;238;  3;  0; 3;0,98755187; 1;FALSE;2;1;2018-02-01; 5; 2;1;2018;0;-759
Gesetzesentwurf der Union zum Familiennachzug;01. Februar 2018;DIE GRÜNEN;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung;NA;NA;NA;NA;  0; 61;  0; 3;0,00000000; 0;TRUE;2;1;2018-02-01; 5; 2;1;2018;0;-759
Gesetzesentwurf der Union zum Familiennachzug;01. Februar 2018;DIE LINKE;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung;NA;NA;NA;NA;  0; 59;  0;10;0,00000000; 0;TRUE;2;1;2018-02-01; 5; 2;1;2018;0;-759
Gesetzesentwurf der Union zum Familiennachzug;01. Februar 2018;SPD;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung;NA;NA;NA;NA;137; 10;  0; 4;0,93197279; 1;FALSE;2;1;2018-02-01; 5; 2;1;2018;0;-759
Gesetzesentwurf der Union zum Familiennachzug;01. Februar 2018;FDP;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung;NA;NA;NA;NA;  0; 76;  0; 4;0,00000000; 0;TRUE;2;1;2018-02-01; 5; 2;1;2018;0;-759
Gesetzesentwurf der Union zum Familiennachzug;01. Februar 2018;fraktionslos;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung;NA;NA;NA;NA;  0;  2;  0; 0;0,00000000; 0;TRUE;2;1;2018-02-01; 5; 2;1;2018;0;-759
Gezielte Einwanderung in den deutschen Arbeitsmarkt;07. Juni 2019;AfD;Ausländerpolitik; Zuwanderung; Wirtschaft;NA;NA;NA;NA;  0; 74;  0;16;0,00000000; 0;TRUE;2;1;2019-06-07;23; 6;2;2019;0;-268
Gezielte Einwanderung in den deutschen Arbeitsmarkt;07. Juni 2019;CDU/CSU;Ausländerpolitik; Zuwanderung; Wirtschaft;NA;NA;NA;NA;231;  0;  0;15;1,00000000; 1;FALSE;2;1;2019-06-07;23; 6;2;2019;0;-268
Gezielte Einwanderung in den deutschen Arbeitsmarkt;07. Juni 2019;DIE GRÜNEN;Ausländerpolitik; Zuwanderung; Wirtschaft;NA;NA;NA;NA;  0; 60;  0; 7;0,00000000; 0;TRUE;2;1;2019-06-07;23; 6;2;2019;0;-268
Gezielte Einwanderung in den deutschen Arbeitsmarkt;07. Juni 2019;DIE LINKE;Ausländerpolitik; Zuwanderung; Wirtschaft;NA;NA;NA;NA;  0; 57;  0; 9;0,00000000; 0;TRUE;2;1;2019-06-07;23; 6;2;2019;0;-268
Gezielte Einwanderung in den deutschen Arbeitsmarkt;07. Juni 2019;FDP;Ausländerpolitik; Zuwanderung; Wirtschaft;NA;NA;NA;NA;  0; 59;  0;18;0,00000000; 0;TRUE;2;1;2019-06-07;23; 6;2;2019;0;-268
Gezielte Einwanderung in den deutschen Arbeitsmarkt;07. Juni 2019;fraktionslos;Ausländerpolitik; Zuwanderung; Wirtschaft;NA;NA;NA;NA;  1;  0;  0; 3;1,00000000; 1;TRUE;2;1;2019-06-07;23; 6;2;2019;0;-268
Gezielte Einwanderung in den deutschen Arbeitsmarkt;07. Juni 2019;SPD;Ausländerpolitik; Zuwanderung; Wirtschaft;NA;NA;NA;NA;137;  0;  0;15;1,00000000; 1;FALSE;2;1;2019-06-07;23; 6;2;2019;0;-268
Globaler Pakt für Migration;29. November 2018;DIE GRÜNEN;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung; Menschenrechte;NA;NA;NA;  0;  0; 59; 6;NA;NA;TRUE;2;1;2018-11-29;48;11;4;2018;0;-458
Globaler Pakt für Migration;29. November 2018;fraktionslos;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung; Menschenrechte;NA;NA;NA;  0;  2;  1; 0;0,00000000; 0;TRUE;2;1;2018-11-29;48;11;4;2018;0;-458
Globaler Pakt für Migration;29. November 2018;SPD;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung; Menschenrechte;NA;NA;NA;143;  0;  0; 9;1,00000000; 1;FALSE;2;1;2018-11-29;48;11;4;2018;0;-458
Globaler Pakt für Migration;29. November 2018;DIE LINKE;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung; Menschenrechte;NA;NA;NA;  0; 62;  0; 7;0,00000000; 0;TRUE;2;1;2018-11-29;48;11;4;2018;0;-458
Globaler Pakt für Migration;29. November 2018;FDP;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung; Menschenrechte;NA;NA;NA;  0;  0; 72; 3;NA;NA;TRUE;2;1;2018-11-29;48;11;4;2018;0;-458
Globaler Pakt für Migration;29. November 2018;AfD;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung; Menschenrechte;NA;NA;NA;  0; 85;  0; 7;0,00000000; 0;TRUE;2;1;2018-11-29;48;11;4;2018;0;-458
Globaler Pakt für Migration;29. November 2018;CDU/CSU;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung; Menschenrechte;NA;NA;NA;229;  4;  2;11;0,98283262; 1;FALSE;2;1;2018-11-29;48;11;4;2018;0;-458
Grundgesetzänderung zur stärkeren Entlastung der Kommunen in der COVID-19-Pandemie;17. September 2020;AfD;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Parlamentsangelegenheiten;NA;NA;NA;  1; 58;  0;23;0,01694915; 0;TRUE;2;1;2020-09-17;38; 9;3;2020;1;200
Grundgesetzänderung zur stärkeren Entlastung der Kommunen in der COVID-19-Pandemie;17. September 2020;CDU/CSU;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Parlamentsangelegenheiten;NA;NA;NA;234;  0;  0;12;1,00000000; 1;FALSE;2;1;2020-09-17;38; 9;3;2020;1;200
Grundgesetzänderung zur stärkeren Entlastung der Kommunen in der COVID-19-Pandemie;17. September 2020;DIE GRÜNEN;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Parlamentsangelegenheiten;NA;NA;NA; 62;  0;  0; 5;1,00000000; 1;TRUE;2;1;2020-09-17;38; 9;3;2020;1;200
Grundgesetzänderung zur stärkeren Entlastung der Kommunen in der COVID-19-Pandemie;17. September 2020;DIE LINKE;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Parlamentsangelegenheiten;NA;NA;NA; 58;  0;  0;11;1,00000000; 1;TRUE;2;1;2020-09-17;38; 9;3;2020;1;200
Grundgesetzänderung zur stärkeren Entlastung der Kommunen in der COVID-19-Pandemie;17. September 2020;FDP;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Parlamentsangelegenheiten;NA;NA;NA; 71;  0;  0; 9;1,00000000; 1;TRUE;2;1;2020-09-17;38; 9;3;2020;1;200
Grundgesetzänderung zur stärkeren Entlastung der Kommunen in der COVID-19-Pandemie;17. September 2020;SPD;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Parlamentsangelegenheiten;NA;NA;NA;143;  0;  0; 9;1,00000000; 1;FALSE;2;1;2020-09-17;38; 9;3;2020;1;200
Haushalt 2018 - Geschäftsbereich der Bundeskanzlerin und des Bundeskanzleramtes;04. Juli 2018;DIE GRÜNEN;Öffentliche Finanzen; Steuern und Abgaben; Haushalt;NA;NA;NA;NA;  0; 60;  0; 5;0,00000000; 0;TRUE;2;1;2018-07-04;27; 7;3;2018;0;-606
Haushalt 2018 - Geschäftsbereich der Bundeskanzlerin und des Bundeskanzleramtes;04. Juli 2018;fraktionslos;Öffentliche Finanzen; Steuern und Abgaben; Haushalt;NA;NA;NA;NA;  0;  2;  0; 0;0,00000000; 0;TRUE;2;1;2018-07-04;27; 7;3;2018;0;-606
Haushalt 2018 - Geschäftsbereich der Bundeskanzlerin und des Bundeskanzleramtes;04. Juli 2018;SPD;Öffentliche Finanzen; Steuern und Abgaben; Haushalt;NA;NA;NA;NA;146;  0;  0; 7;1,00000000; 1;FALSE;2;1;2018-07-04;27; 7;3;2018;0;-606
Haushalt 2018 - Geschäftsbereich der Bundeskanzlerin und des Bundeskanzleramtes;04. Juli 2018;DIE LINKE;Öffentliche Finanzen; Steuern und Abgaben; Haushalt;NA;NA;NA;NA;  0; 59;  0; 7;0,00000000; 0;TRUE;2;1;2018-07-04;27; 7;3;2018;0;-606
Haushalt 2018 - Geschäftsbereich der Bundeskanzlerin und des Bundeskanzleramtes;04. Juli 2018;FDP;Öffentliche Finanzen; Steuern und Abgaben; Haushalt;NA;NA;NA;NA;  0; 77;  0; 2;0,00000000; 0;TRUE;2;1;2018-07-04;27; 7;3;2018;0;-606
Haushalt 2018 - Geschäftsbereich der Bundeskanzlerin und des Bundeskanzleramtes;04. Juli 2018;AfD;Öffentliche Finanzen; Steuern und Abgaben; Haushalt;NA;NA;NA;NA;  0; 85;  0; 6;0,00000000; 0;TRUE;2;1;2018-07-04;27; 7;3;2018;0;-606
Haushalt 2018 - Geschäftsbereich der Bundeskanzlerin und des Bundeskanzleramtes;04. Juli 2018;CDU/CSU;Öffentliche Finanzen; Steuern und Abgaben; Haushalt;NA;NA;NA;NA;238;  0;  0; 8;1,00000000; 1;FALSE;2;1;2018-07-04;27; 7;3;2018;0;-606
Haushalt für die Bundeskanzlerin und das Bundeskanzleramt;27. November 2019;DIE GRÜNEN;Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;NA;  0; 60;  0; 6;0,00000000; 0;TRUE;2;1;2019-11-27;48;11;4;2019;0;-95
Haushalt für die Bundeskanzlerin und das Bundeskanzleramt;27. November 2019;CDU/CSU;Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;NA;235;  0;  0;11;1,00000000; 1;FALSE;2;1;2019-11-27;48;11;4;2019;0;-95
Haushalt für die Bundeskanzlerin und das Bundeskanzleramt;27. November 2019;SPD;Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;NA;137;  0;  0;15;1,00000000; 1;FALSE;2;1;2019-11-27;48;11;4;2019;0;-95
Haushalt für die Bundeskanzlerin und das Bundeskanzleramt;27. November 2019;DIE LINKE;Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;NA;  0; 59;  0; 7;0,00000000; 0;TRUE;2;1;2019-11-27;48;11;4;2019;0;-95
Haushalt für die Bundeskanzlerin und das Bundeskanzleramt;27. November 2019;FDP;Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;NA;  0; 73;  0; 5;0,00000000; 0;TRUE;2;1;2019-11-27;48;11;4;2019;0;-95
Haushalt für die Bundeskanzlerin und das Bundeskanzleramt;27. November 2019;fraktionslos;Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;NA;  0;  2;  0; 1;0,00000000; 0;TRUE;2;1;2019-11-27;48;11;4;2019;0;-95
Haushalt für die Bundeskanzlerin und das Bundeskanzleramt;27. November 2019;AfD;Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;NA;  0; 83;  0; 7;0,00000000; 0;TRUE;2;1;2019-11-27;48;11;4;2019;0;-95
Höhere Förderung biologischer und umweltgerechter Landwirtschaft;13. November 2019;AfD;Landwirtschaft und Ernährung; Öffentliche Finanzen; Steuern und Abgaben; Umwelt;NA;NA;NA;  0; 79;  0;12;0,00000000; 0;TRUE;2;1;2019-11-13;46;11;4;2019;0;-109
Höhere Förderung biologischer und umweltgerechter Landwirtschaft;13. November 2019;CDU/CSU;Landwirtschaft und Ernährung; Öffentliche Finanzen; Steuern und Abgaben; Umwelt;NA;NA;NA;222;  1;  1;22;0,99551570; 1;FALSE;2;1;2019-11-13;46;11;4;2019;0;-109
Höhere Förderung biologischer und umweltgerechter Landwirtschaft;13. November 2019;DIE GRÜNEN;Landwirtschaft und Ernährung; Öffentliche Finanzen; Steuern und Abgaben; Umwelt;NA;NA;NA;  0;  0; 53; 7;NA;NA;TRUE;2;1;2019-11-13;46;11;4;2019;0;-109
Höhere Förderung biologischer und umweltgerechter Landwirtschaft;13. November 2019;DIE LINKE;Landwirtschaft und Ernährung; Öffentliche Finanzen; Steuern und Abgaben; Umwelt;NA;NA;NA;  0; 60;  0; 9;0,00000000; 0;TRUE;2;1;2019-11-13;46;11;4;2019;0;-109
Höhere Förderung biologischer und umweltgerechter Landwirtschaft;13. November 2019;FDP;Landwirtschaft und Ernährung; Öffentliche Finanzen; Steuern und Abgaben; Umwelt;NA;NA;NA;  0; 69;  0;11;0,00000000; 0;TRUE;2;1;2019-11-13;46;11;4;2019;0;-109
Höhere Förderung biologischer und umweltgerechter Landwirtschaft;13. November 2019;fraktionslos;Landwirtschaft und Ernährung; Öffentliche Finanzen; Steuern und Abgaben; Umwelt;NA;NA;NA;  0;  2;  0; 2;0,00000000; 0;TRUE;2;1;2019-11-13;46;11;4;2019;0;-109
Höhere Förderung biologischer und umweltgerechter Landwirtschaft;13. November 2019;SPD;Landwirtschaft und Ernährung; Öffentliche Finanzen; Steuern und Abgaben; Umwelt;NA;NA;NA;136;  0;  0;16;1,00000000; 1;FALSE;2;1;2019-11-13;46;11;4;2019;0;-109
Leistungsverbesserungen und Stabilisierung in der gesetzlichen Rentenversicherung ;08. November 2018;DIE LINKE;Arbeit und Beschäftigung; Senioren; Soziale Sicherung;NA;NA;NA;NA;  0;  0; 52;10;NA;NA;TRUE;2;1;2018-11-08;45;11;4;2018;0;-479
Leistungsverbesserungen und Stabilisierung in der gesetzlichen Rentenversicherung ;08. November 2018;FDP;Arbeit und Beschäftigung; Senioren; Soziale Sicherung;NA;NA;NA;NA;  0; 72;  0; 8;0,00000000; 0;TRUE;2;1;2018-11-08;45;11;4;2018;0;-479
Leistungsverbesserungen und Stabilisierung in der gesetzlichen Rentenversicherung ;08. November 2018;SPD;Arbeit und Beschäftigung; Senioren; Soziale Sicherung;NA;NA;NA;NA;145;  0;  0; 8;1,00000000; 1;FALSE;2;1;2018-11-08;45;11;4;2018;0;-479
Leistungsverbesserungen und Stabilisierung in der gesetzlichen Rentenversicherung ;08. November 2018;CDU/CSU;Arbeit und Beschäftigung; Senioren; Soziale Sicherung;NA;NA;NA;NA;216;  3;  1;26;0,98630137; 1;FALSE;2;1;2018-11-08;45;11;4;2018;0;-479
Leistungsverbesserungen und Stabilisierung in der gesetzlichen Rentenversicherung ;08. November 2018;DIE GRÜNEN;Arbeit und Beschäftigung; Senioren; Soziale Sicherung;NA;NA;NA;NA;  1; 61;  0; 5;0,01612903; 0;TRUE;2;1;2018-11-08;45;11;4;2018;0;-479
Leistungsverbesserungen und Stabilisierung in der gesetzlichen Rentenversicherung ;08. November 2018;fraktionslos;Arbeit und Beschäftigung; Senioren; Soziale Sicherung;NA;NA;NA;NA;  0;  2;  0; 0;0,00000000; 0;TRUE;2;1;2018-11-08;45;11;4;2018;0;-479
Leistungsverbesserungen und Stabilisierung in der gesetzlichen Rentenversicherung ;08. November 2018;AfD;Arbeit und Beschäftigung; Senioren; Soziale Sicherung;NA;NA;NA;NA;  0; 84;  0; 8;0,00000000; 0;TRUE;2;1;2018-11-08;45;11;4;2018;0;-479
Masernimpfpflicht in Gemeinschaftseinrichtungen;14. November 2019;AfD;Familie; Gesundheit; Innere Angelegenheiten;NA;NA;NA;NA;  3; 67; 11; 8;0,04285714; 0;TRUE;2;1;2019-11-14;46;11;4;2019;0;-108
Masernimpfpflicht in Gemeinschaftseinrichtungen;14. November 2019;CDU/CSU;Familie; Gesundheit; Innere Angelegenheiten;NA;NA;NA;NA;232;  2;  1;11;0,99145299; 1;FALSE;2;1;2019-11-14;46;11;4;2019;0;-108
Masernimpfpflicht in Gemeinschaftseinrichtungen;14. November 2019;FDP;Familie; Gesundheit; Innere Angelegenheiten;NA;NA;NA;NA; 67;  0;  2;11;1,00000000; 1;TRUE;2;1;2019-11-14;46;11;4;2019;0;-108
Masernimpfpflicht in Gemeinschaftseinrichtungen;14. November 2019;fraktionslos;Familie; Gesundheit; Innere Angelegenheiten;NA;NA;NA;NA;  0;  2;  1; 1;0,00000000; 0;TRUE;2;1;2019-11-14;46;11;4;2019;0;-108
Masernimpfpflicht in Gemeinschaftseinrichtungen;14. November 2019;SPD;Familie; Gesundheit; Innere Angelegenheiten;NA;NA;NA;NA;138;  0;  1;13;1,00000000; 1;FALSE;2;1;2019-11-14;46;11;4;2019;0;-108
Mehr Länderkompetenz bezüglich der Grundsteuer;18. Oktober 2019;AfD;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Raumordnung; Bau- und Wohnungswesen; Regionales;  0; 84;  0; 7;0,00000000; 0;TRUE;2;1;2019-10-18;42;10;4;2019;0;-135
Mehr Länderkompetenz bezüglich der Grundsteuer;18. Oktober 2019;fraktionslos;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Raumordnung; Bau- und Wohnungswesen; Regionales;  0;  0;  0; 3;NA;NA;TRUE;2;1;2019-10-18;42;10;4;2019;0;-135
Mehr Länderkompetenz bezüglich der Grundsteuer;18. Oktober 2019;SPD;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Raumordnung; Bau- und Wohnungswesen; Regionales;134;  0;  0;17;1,00000000; 1;FALSE;2;1;2019-10-18;42;10;4;2019;0;-135
Mehr Länderkompetenz bezüglich der Grundsteuer;18. Oktober 2019;DIE GRÜNEN;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Raumordnung; Bau- und Wohnungswesen; Regionales; 60;  0;  0; 7;1,00000000; 1;TRUE;2;1;2019-10-18;42;10;4;2019;0;-135
Mehr Länderkompetenz bezüglich der Grundsteuer;18. Oktober 2019;DIE LINKE;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Raumordnung; Bau- und Wohnungswesen; Regionales;  1; 55;  3; 5;0,01785714; 0;TRUE;2;1;2019-10-18;42;10;4;2019;0;-135
Mehr Länderkompetenz bezüglich der Grundsteuer;18. Oktober 2019;FDP;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Raumordnung; Bau- und Wohnungswesen; Regionales; 71;  0;  0; 9;1,00000000; 1;TRUE;2;1;2019-10-18;42;10;4;2019;0;-135
Mehr Länderkompetenz bezüglich der Grundsteuer;18. Oktober 2019;CDU/CSU;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Raumordnung; Bau- und Wohnungswesen; Regionales;229;  0;  0;16;1,00000000; 1;FALSE;2;1;2019-10-18;42;10;4;2019;0;-135
